ORDERDATE,PRODUCTLINE,CUSTOMERNAME,COUNTRY,SALES,QUANTITYORDERED,PRICEEACH,STATUS
2004-01-16,Classic Cars,Euro Shopping Channel,Spain,4946.76,39,100.0,Shipped
2004-02-22,Classic Cars,"Vida Sport, Ltd",Switzerland,2495.5,25,99.82,Shipped
2004-04-09,Classic Cars,Danish Wholesale Imports,Denmark,3167.38,29,100.0,Shipped
2004-06-01,Classic Cars,"UK Collectables, Ltd.",UK,2402.84,22,100.0,Cancelled
2004-07-06,Classic Cars,L'ordine Souveniers,Italy,2454.54,22,100.0,Shipped
2004-08-02,Classic Cars,Online Mini Collectables,USA,5464.69,47,100.0,Shipped
2004-08-30,Classic Cars,"Vida Sport, Ltd",Switzerland,4756.5,45,100.0,Shipped
2003-10-04,Classic Cars,"Blauer See Auto, Co.",Germany,3984.6,29,100.0,Shipped
2004-10-16,Classic Cars,"Toms Spezialitten, Ltd",Germany,3100.32,24,100.0,Shipped
2004-11-03,Classic Cars,"Volvo Model Replicas, Co",Sweden,4850.3,35,100.0,Shipped
2004-11-15,Classic Cars,Land of Toys Inc.,USA,3846.98,46,83.63,Shipped
2004-11-24,Classic Cars,Salzburg Collectables,Austria,4220.92,44,95.93,Shipped
2005-01-06,Classic Cars,Suominen Souveniers,Finland,3288.82,34,96.73,Shipped
2005-02-08,Classic Cars,Boards & Toys Co.,USA,3987.2,35,100.0,Shipped
2005-03-03,Classic Cars,Scandinavian Gift Ideas,Sweden,1809.5,25,72.38,Shipped
2005-05-17,Classic Cars,Salzburg Collectables,Austria,1092.2,10,100.0,Shipped
2003-02-11,Classic Cars,Danish Wholesale Imports,Denmark,4566.05,29,100.0,Shipped
2003-04-16,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,5938.14,39,100.0,Shipped
2003-06-03,Classic Cars,Muscle Machine Inc,USA,8138.76,42,100.0,Shipped
2003-08-08,Classic Cars,Mini Gifts Distributors Ltd.,USA,9470.94,46,100.0,Shipped
2003-09-28,Classic Cars,Euro Shopping Channel,Spain,7036.89,49,100.0,Shipped
2003-10-22,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,5559.03,27,100.0,Shipped
2003-11-06,Classic Cars,L'ordine Souveniers,Italy,7872.5,50,100.0,Shipped
2003-11-14,Classic Cars,Mini Creations Ltd.,USA,7886.2,43,100.0,Shipped
2003-11-26,Classic Cars,Super Scale Inc.,USA,7232.16,38,100.0,Shipped
2004-01-02,Classic Cars,"Saveley & Henriot, Co.",France,3114.4,20,100.0,Shipped
2004-02-12,Classic Cars,"Clover Collections, Co.",Ireland,5045.22,27,100.0,Shipped
2004-03-19,Classic Cars,CAF Imports,Spain,6952.12,49,100.0,Shipped
2004-05-05,Classic Cars,Suominen Souveniers,Finland,4157.73,27,100.0,Shipped
2004-07-20,Classic Cars,Diecast Classics Inc.,USA,7962.24,39,100.0,Shipped
2004-08-20,Classic Cars,Mini Gifts Distributors Ltd.,USA,3778.8,24,100.0,Shipped
2004-09-09,Classic Cars,Amica Models & Co.,Italy,8253.0,45,100.0,Shipped
2004-10-14,Classic Cars,"AV Stores, Co.",UK,3633.4,20,100.0,Shipped
2004-10-22,Classic Cars,Heintze Collectables,Denmark,6913.8,36,100.0,Shipped
2004-11-05,Classic Cars,Baane Mini Imports,Norway,2583.6,24,100.0,Shipped
2004-11-20,Classic Cars,"La Corne D'abondance, Co.",France,3105.62,49,63.38,Shipped
2004-12-01,Classic Cars,Muscle Machine Inc,USA,4408.56,26,100.0,Shipped
2004-12-15,Classic Cars,Reims Collectables,France,3042.41,49,62.09,Shipped
2005-01-26,Classic Cars,"Tokyo Collectables, Ltd",Japan,5941.5,34,100.0,Shipped
2005-02-17,Classic Cars,Mini Gifts Distributors Ltd.,USA,3241.9,34,95.35,Shipped
2005-03-23,Classic Cars,Mini Gifts Distributors Ltd.,USA,6109.29,33,100.0,Shipped
2005-05-05,Classic Cars,Gift Depot Inc.,USA,3387.78,22,100.0,Shipped
2003-03-03,Classic Cars,Cruz & Sons Co.,Philippines,3485.82,39,89.38,Shipped
2003-05-08,Classic Cars,Marseille Mini Autos,France,2042.88,32,63.84,Shipped
2003-07-02,Classic Cars,Mini Gifts Distributors Ltd.,USA,1800.24,24,75.01,Shipped
2003-09-05,Classic Cars,Collectables For Less Inc.,USA,1340.64,21,63.84,Shipped
2003-10-10,Classic Cars,Corporate Gift Ideas Co.,USA,1762.08,24,73.42,Shipped
2003-11-04,Classic Cars,"Anna's Decorations, Ltd",Australia,2298.24,36,63.84,Shipped
2003-11-12,Classic Cars,Herkku Gifts,Norway,1628.0,20,81.4,Shipped
2003-11-20,Classic Cars,"Toms Spezialitten, Ltd",Germany,1939.2,30,64.64,Shipped
2003-12-02,Classic Cars,Euro Shopping Channel,Spain,3651.56,44,82.99,Shipped
2004-01-15,Classic Cars,Auto Canal Petit,France,2591.96,28,92.57,Shipped
2004-02-22,Classic Cars,"Vida Sport, Ltd",Switzerland,2864.17,37,77.41,Shipped
2004-04-09,Classic Cars,Danish Wholesale Imports,Denmark,1484.2,20,74.21,Shipped
2004-06-01,Classic Cars,"UK Collectables, Ltd.",UK,2254.25,25,90.17,Cancelled
2004-07-06,Classic Cars,L'ordine Souveniers,Italy,2681.35,35,76.61,Shipped
2004-08-02,Classic Cars,Online Mini Collectables,USA,3184.02,38,83.79,Shipped
2004-08-30,Classic Cars,"Vida Sport, Ltd",Switzerland,2846.63,41,69.43,Shipped
2003-10-04,Classic Cars,"Blauer See Auto, Co.",Germany,1685.42,22,76.61,Shipped
2004-10-16,Classic Cars,"Toms Spezialitten, Ltd",Germany,3988.6,49,81.4,Shipped
2004-11-03,Classic Cars,"Volvo Model Replicas, Co",Sweden,2789.96,38,73.42,Shipped
2004-11-15,Classic Cars,Land of Toys Inc.,USA,3607.56,33,100.0,Shipped
2004-11-24,Classic Cars,Salzburg Collectables,Austria,3368.16,36,93.56,Shipped
2005-01-06,Classic Cars,Suominen Souveniers,Finland,2775.08,34,81.62,Shipped
2005-02-09,Classic Cars,"Toys of Finland, Co.",Finland,1627.92,24,67.83,Shipped
2005-03-03,Classic Cars,Scandinavian Gift Ideas,Sweden,2529.36,36,70.26,Shipped
2005-05-17,Classic Cars,Salzburg Collectables,Austria,3065.78,34,90.17,Shipped
2003-01-31,Trucks and Buses,Euro Shopping Channel,Spain,4615.78,41,100.0,Shipped
2003-04-04,Trucks and Buses,Classic Legends Inc.,USA,5723.78,46,100.0,Shipped
2003-06-03,Trucks and Buses,Muscle Machine Inc,USA,2559.6,24,100.0,Shipped
2003-08-01,Trucks and Buses,Suominen Souveniers,Finland,2140.11,21,100.0,Shipped
2003-09-21,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,3327.6,24,100.0,Shipped
2003-10-22,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,6825.6,48,100.0,Shipped
2003-11-06,Trucks and Buses,"Stylish Desk Decors, Co.",UK,3543.28,26,100.0,Shipped
2003-11-14,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,4516.22,37,100.0,Shipped
2003-11-25,Trucks and Buses,Mini Classics,USA,6445.46,49,100.0,Shipped
2003-12-09,Trucks and Buses,Diecast Collectables,USA,3384.36,34,99.54,Shipped
2004-02-10,Trucks and Buses,Signal Collectibles Ltd.,USA,4891.68,48,100.0,Shipped
2004-03-11,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,4521.96,36,100.0,Shipped
2004-05-05,Trucks and Buses,Euro Shopping Channel,Spain,5069.66,46,100.0,Shipped
2004-06-15,Trucks and Buses,Handji Gifts& Co,Singapore,6541.2,46,100.0,Shipped
2004-07-20,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,3012.27,31,97.17,Shipped
2004-08-19,Trucks and Buses,Diecast Classics Inc.,USA,5247.18,41,100.0,Shipped
2004-09-08,Trucks and Buses,Land of Toys Inc.,USA,2214.87,21,100.0,Shipped
2004-10-13,Trucks and Buses,Marta's Replicas Co.,USA,4773.18,38,100.0,Shipped
2004-10-22,Trucks and Buses,Heintze Collectables,Denmark,6185.7,45,100.0,Shipped
2004-11-05,Trucks and Buses,Vitachrome Inc.,USA,1517.88,26,58.38,Shipped
2004-11-20,Trucks and Buses,"La Corne D'abondance, Co.",France,6372.6,38,100.0,Shipped
2004-12-01,Trucks and Buses,Muscle Machine Inc,USA,5232.96,48,100.0,Shipped
2004-12-10,Trucks and Buses,Euro Shopping Channel,Spain,2694.72,42,64.16,Shipped
2005-01-23,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,1749.79,49,35.71,Shipped
2005-02-17,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,2130.56,32,66.58,Shipped
2005-05-03,Trucks and Buses,Euro Shopping Channel,Spain,5951.34,54,100.0,Shipped
2005-05-31,Trucks and Buses,La Rochelle Gifts,France,4692.6,33,100.0,In Process
2003-03-03,Classic Cars,Cruz & Sons Co.,Philippines,3731.04,36,100.0,Shipped
2003-05-08,Classic Cars,Marseille Mini Autos,France,2142.0,20,100.0,Shipped
2003-07-02,Classic Cars,Mini Gifts Distributors Ltd.,USA,2838.81,29,97.89,Shipped
2003-09-05,Classic Cars,Collectables For Less Inc.,USA,3230.37,33,97.89,Shipped
2003-10-11,Classic Cars,"Men 'R' US Retailers, Ltd.",USA,5182.0,50,100.0,Shipped
2003-11-04,Classic Cars,Mini Auto Werke,Austria,4391.1,41,100.0,Shipped
2003-11-12,Classic Cars,Herkku Gifts,Norway,4477.32,36,100.0,Shipped
2003-11-20,Classic Cars,Online Diecast Creations Co.,USA,3544.56,27,100.0,Shipped
2003-12-02,Classic Cars,Euro Shopping Channel,Spain,5195.85,47,100.0,Shipped
2004-01-16,Classic Cars,Euro Shopping Channel,Spain,4180.44,33,100.0,Shipped
2004-02-22,Classic Cars,"Vida Sport, Ltd",Switzerland,2684.43,21,100.0,Shipped
2004-04-12,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,1958.88,21,93.28,Shipped
2004-06-01,Classic Cars,"UK Collectables, Ltd.",UK,4910.57,41,100.0,Cancelled
2004-07-06,Classic Cars,L'ordine Souveniers,Italy,4468.4,40,100.0,Shipped
2004-08-04,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,3127.88,28,100.0,Shipped
2004-08-30,Classic Cars,"Vida Sport, Ltd",Switzerland,2675.13,23,100.0,Shipped
2003-10-04,Classic Cars,"Blauer See Auto, Co.",Germany,2807.61,23,100.0,Shipped
2004-10-16,Classic Cars,"Toms Spezialitten, Ltd",Germany,2504.75,25,100.0,Shipped
2004-11-04,Classic Cars,FunGiftIdeas.com,USA,2984.88,24,100.0,Shipped
2004-11-15,Classic Cars,Land of Toys Inc.,USA,2524.86,39,64.74,Shipped
2004-11-24,Classic Cars,Salzburg Collectables,Austria,4136.0,55,75.2,Shipped
2005-01-06,Classic Cars,Suominen Souveniers,Finland,4068.7,46,88.45,Shipped
2005-02-09,Classic Cars,"Toys of Finland, Co.",Finland,5182.0,50,100.0,Shipped
2005-03-03,Classic Cars,Scandinavian Gift Ideas,Sweden,5243.79,47,100.0,Shipped
2005-04-14,Classic Cars,Mini Caravy,France,9048.16,97,93.28,Shipped
2005-05-17,Classic Cars,Salzburg Collectables,Austria,3832.64,32,100.0,Shipped
2003-01-29,Trucks and Buses,Baane Mini Imports,Norway,3920.0,35,100.0,Shipped
2003-03-26,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,4916.66,49,100.0,Shipped
2003-05-28,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,3857.0,38,100.0,Shipped
2003-07-24,Trucks and Buses,Technics Stores Inc.,USA,4181.44,32,100.0,Shipped
2003-09-19,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,4641.0,34,100.0,Shipped
2003-10-21,Trucks and Buses,Mini Auto Werke,Austria,3570.12,36,99.17,Resolved
2003-11-06,Trucks and Buses,"Australian Gift Network, Co",Australia,4480.32,48,93.34,Shipped
2003-11-13,Trucks and Buses,"Classic Gift Ideas, Inc",USA,2033.64,21,96.84,Shipped
2003-11-25,Trucks and Buses,"Saveley & Henriot, Co.",France,1960.14,21,93.34,Shipped
2003-12-05,Trucks and Buses,Canadian Gift Exchange Network,Canada,3966.78,34,100.0,Shipped
2004-01-29,Trucks and Buses,West Coast Collectables Co.,USA,5152.0,46,100.0,Shipped
2004-03-10,Trucks and Buses,Cambridge Collectables Co.,USA,3360.0,32,100.0,Shipped
2004-05-04,Trucks and Buses,Super Scale Inc.,USA,3451.0,29,100.0,Shipped
2004-06-15,Trucks and Buses,"Tokyo Collectables, Ltd",Japan,5453.0,41,100.0,Shipped
2004-07-19,Trucks and Buses,Souveniers And Things Co.,Australia,4164.12,43,96.84,Shipped
2004-08-17,Trucks and Buses,Amica Models & Co.,Italy,2800.08,24,100.0,Shipped
2004-09-08,Trucks and Buses,Scandinavian Gift Ideas,Sweden,4687.94,41,100.0,Shipped
2004-10-11,Trucks and Buses,Auto Assoc. & Cie.,France,4508.0,46,98.0,Shipped
2004-10-21,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,4181.44,32,100.0,Shipped
2004-11-04,Trucks and Buses,Online Diecast Creations Co.,USA,2251.04,22,100.0,Shipped
2004-11-18,Trucks and Buses,Mini Wheels Co.,USA,1167.25,29,40.25,Shipped
2004-11-29,Trucks and Buses,"Australian Collectors, Co.",Australia,2083.2,42,49.6,Shipped
2004-12-10,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,3822.0,39,98.0,Shipped
2005-01-20,Trucks and Buses,"Anna's Decorations, Ltd",Australia,3911.49,27,100.0,Shipped
2005-02-17,Trucks and Buses,Corporate Gift Ideas Co.,USA,4704.0,48,98.0,Shipped
2005-03-09,Trucks and Buses,"Anna's Decorations, Ltd",Australia,2467.9,29,85.1,Shipped
2005-05-01,Trucks and Buses,Quebec Home Shopping Network,Canada,3213.0,27,100.0,Shipped
2005-05-31,Trucks and Buses,Euro Shopping Channel,Spain,7182.0,54,100.0,In Process
2003-03-10,Classic Cars,Motor Mint Distributors Inc.,USA,4379.18,26,100.0,Shipped
2003-05-08,Classic Cars,Marseille Mini Autos,France,5004.8,34,100.0,Shipped
2003-07-04,Classic Cars,Alpha Cognac,France,3644.75,25,100.0,Shipped
2003-09-11,Classic Cars,"Anna's Decorations, Ltd",Australia,2702.04,23,100.0,Shipped
2003-10-17,Classic Cars,Heintze Collectables,Denmark,3764.88,28,100.0,Shipped
2003-11-05,Classic Cars,Quebec Home Shopping Network,Canada,4508.0,35,100.0,Shipped
2003-11-12,Classic Cars,Herkku Gifts,Norway,5418.16,44,100.0,Shipped
2003-11-20,Classic Cars,Online Diecast Creations Co.,USA,3300.66,22,100.0,Shipped
2003-12-02,Classic Cars,Muscle Machine Inc,USA,6182.4,42,100.0,Shipped
2004-01-16,Classic Cars,Euro Shopping Channel,Spain,4186.73,29,100.0,Shipped
2004-02-22,Classic Cars,"Vida Sport, Ltd",Switzerland,4529.28,32,100.0,Shipped
2004-04-13,Classic Cars,Osaka Souveniers Co.,Japan,5628.89,41,100.0,Shipped
2004-06-01,Classic Cars,"UK Collectables, Ltd.",UK,3054.48,26,100.0,Cancelled
2004-07-06,Classic Cars,L'ordine Souveniers,Italy,2526.51,21,100.0,Shipped
2004-08-06,Classic Cars,Signal Gift Stores,USA,4667.86,34,100.0,Shipped
2004-08-30,Classic Cars,"Vida Sport, Ltd",Switzerland,6499.32,41,100.0,Shipped
2003-10-05,Classic Cars,"Norway Gifts By Mail, Co.",Norway,5917.78,37,100.0,Shipped
2004-10-16,Classic Cars,"Toms Spezialitten, Ltd",Germany,6231.91,37,100.0,Shipped
2004-11-04,Classic Cars,FunGiftIdeas.com,USA,5803.14,41,100.0,Shipped
2004-11-17,Classic Cars,Motor Mint Distributors Inc.,USA,6434.02,46,100.0,Shipped
2004-11-24,Classic Cars,"Australian Collectors, Co.",Australia,6454.4,40,100.0,Shipped
2004-12-09,Classic Cars,Lyon Souveniers,France,4196.8,43,97.6,Shipped
2005-01-07,Classic Cars,Mini Creations Ltd.,USA,2611.8,30,87.06,Shipped
2005-02-09,Classic Cars,"Toys of Finland, Co.",Finland,5895.05,35,100.0,Shipped
2005-03-04,Classic Cars,Mini Gifts Distributors Ltd.,USA,3375.72,36,93.77,Shipped
2005-04-15,Classic Cars,Danish Wholesale Imports,Denmark,8374.69,61,100.0,Disputed
2005-05-17,Classic Cars,Salzburg Collectables,Austria,4464.24,38,100.0,Shipped
2003-01-10,Vintage Cars,Vitachrome Inc.,USA,4808.31,39,100.0,Shipped
2003-03-25,Vintage Cars,Mini Wheels Co.,USA,3288.78,33,99.66,Shipped
2003-05-21,Vintage Cars,"Australian Collectors, Co.",Australia,3254.72,32,100.0,Shipped
2003-07-16,Vintage Cars,Souveniers And Things Co.,Australia,3184.94,31,100.0,Shipped
2003-09-12,Vintage Cars,Signal Collectibles Ltd.,USA,5907.5,50,100.0,Shipped
2003-10-18,Vintage Cars,Corporate Gift Ideas Co.,USA,4389.12,48,91.44,Shipped
2003-11-05,Vintage Cars,Rovelli Gifts,Italy,5036.16,43,100.0,Shipped
2003-11-12,Vintage Cars,Mini Gifts Distributors Ltd.,USA,2183.25,25,87.33,Shipped
2003-11-21,Vintage Cars,"Australian Collectables, Ltd",Australia,3106.88,28,100.0,Shipped
2003-12-03,Vintage Cars,Euro Shopping Channel,Spain,3735.72,36,100.0,Shipped
2004-01-29,Vintage Cars,West Coast Collectables Co.,USA,2413.26,27,89.38,Shipped
2004-03-02,Vintage Cars,"Saveley & Henriot, Co.",France,2953.75,25,100.0,Shipped
2004-04-29,Vintage Cars,Euro Shopping Channel,Spain,4684.8,40,100.0,Shipped
2004-06-08,Vintage Cars,Danish Wholesale Imports,Denmark,3248.7,34,95.55,Shipped
2004-08-17,Vintage Cars,Amica Models & Co.,Italy,5239.5,50,100.0,Shipped
2004-09-03,Vintage Cars,Herkku Gifts,Norway,4567.98,38,100.0,Shipped
2004-10-11,Vintage Cars,Auto Assoc. & Cie.,France,3535.35,37,95.55,Shipped
2004-10-21,Vintage Cars,Mini Gifts Distributors Ltd.,USA,3843.34,43,89.38,Shipped
2004-11-04,Vintage Cars,Online Diecast Creations Co.,USA,3710.9,43,86.3,Shipped
2004-11-17,Vintage Cars,"AV Stores, Co.",UK,4375.98,46,95.13,Shipped
2004-11-29,Vintage Cars,Signal Gift Stores,USA,1516.62,42,36.11,Shipped
2004-12-09,Vintage Cars,Lyon Souveniers,France,2509.0,50,50.18,Shipped
2005-01-20,Vintage Cars,Collectables For Less Inc.,USA,9240.44,44,100.0,Shipped
2005-02-16,Vintage Cars,Euro Shopping Channel,Spain,2515.32,27,93.16,Shipped
2005-03-09,Vintage Cars,"Anna's Decorations, Ltd",Australia,5548.9,35,100.0,Shipped
2005-05-30,Vintage Cars,Diecast Classics Inc.,USA,4873.05,51,95.55,In Process
2003-01-10,Vintage Cars,Vitachrome Inc.,USA,2055.74,41,50.14,Shipped
2003-03-25,Vintage Cars,Mini Wheels Co.,USA,2354.88,48,49.06,Shipped
2003-05-28,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,2309.58,42,54.99,Shipped
2003-07-16,Vintage Cars,Souveniers And Things Co.,Australia,2113.37,49,43.13,Shipped
2003-09-12,Vintage Cars,Signal Collectibles Ltd.,USA,1746.6,30,58.22,Shipped
2003-10-18,Vintage Cars,Corporate Gift Ideas Co.,USA,2304.45,45,51.21,Shipped
2003-11-05,Vintage Cars,Rovelli Gifts,Italy,2122.08,48,44.21,Shipped
2003-11-12,Vintage Cars,Mini Gifts Distributors Ltd.,USA,1742.4,32,54.45,Shipped
2003-11-21,Vintage Cars,"Australian Collectables, Ltd",Australia,2455.02,46,53.37,Shipped
2003-12-03,Vintage Cars,Euro Shopping Channel,Spain,3053.28,48,63.61,Shipped
2004-01-29,Vintage Cars,West Coast Collectables Co.,USA,1423.29,33,43.13,Shipped
2004-03-02,Vintage Cars,"Saveley & Henriot, Co.",France,1504.12,31,48.52,Shipped
2004-04-29,Vintage Cars,Euro Shopping Channel,Spain,1164.4,20,58.22,Shipped
2004-06-08,Vintage Cars,Danish Wholesale Imports,Denmark,1500.75,29,51.75,Shipped
2004-08-17,Vintage Cars,Amica Models & Co.,Italy,1557.36,27,57.68,Shipped
2004-09-03,Vintage Cars,Herkku Gifts,Norway,1345.68,24,56.07,Shipped
2004-10-11,Vintage Cars,Auto Assoc. & Cie.,France,1795.24,37,48.52,Shipped
2004-10-21,Vintage Cars,Mini Gifts Distributors Ltd.,USA,1105.25,25,44.21,Shipped
2004-11-04,Vintage Cars,Online Diecast Creations Co.,USA,2364.88,41,57.68,Shipped
2004-11-17,Vintage Cars,"AV Stores, Co.",UK,2427.03,27,89.89,Shipped
2004-11-29,Vintage Cars,"Australian Collectors, Co.",Australia,1237.95,21,58.95,Shipped
2004-12-09,Vintage Cars,Lyon Souveniers,France,1593.02,22,72.41,Shipped
2005-01-20,Vintage Cars,Collectables For Less Inc.,USA,3156.16,32,98.63,Shipped
2005-02-17,Vintage Cars,Corporate Gift Ideas Co.,USA,1320.75,25,52.83,Shipped
2005-03-09,Vintage Cars,"Anna's Decorations, Ltd",Australia,4998.0,42,100.0,Shipped
2005-05-30,Vintage Cars,Diecast Classics Inc.,USA,1293.75,25,51.75,In Process
2003-03-18,Classic Cars,"AV Stores, Co.",UK,5433.08,37,100.0,Shipped
2003-05-20,Classic Cars,Atelier graphique,France,3073.72,26,100.0,Shipped
2003-07-10,Classic Cars,Reims Collectables,France,4380.2,44,99.55,Shipped
2003-09-11,Classic Cars,"Anna's Decorations, Ltd",Australia,5848.68,47,100.0,Shipped
2003-10-17,Classic Cars,Heintze Collectables,Denmark,6153.73,43,100.0,Shipped
2003-11-05,Classic Cars,Gift Depot Inc.,USA,4965.24,42,100.0,Shipped
2003-11-12,Classic Cars,Herkku Gifts,Norway,5435.64,42,100.0,Shipped
2003-11-20,Classic Cars,Online Diecast Creations Co.,USA,4258.36,29,100.0,Shipped
2003-12-02,Classic Cars,Muscle Machine Inc,USA,4032.0,40,100.0,Shipped
2004-01-16,Classic Cars,Euro Shopping Channel,Spain,4492.36,38,100.0,Shipped
2004-02-26,Classic Cars,Collectable Mini Designs Co.,USA,4161.38,38,100.0,Shipped
2004-04-13,Classic Cars,Mini Caravy,France,2508.66,21,100.0,Shipped
2004-06-01,Classic Cars,"UK Collectables, Ltd.",UK,3374.88,24,100.0,Cancelled
2004-07-06,Classic Cars,L'ordine Souveniers,Italy,5196.6,36,100.0,Shipped
2004-08-06,Classic Cars,Signal Gift Stores,USA,2604.52,23,100.0,Shipped
2004-09-01,Classic Cars,Handji Gifts& Co,Singapore,2936.8,20,100.0,Shipped
2003-10-05,Classic Cars,"Norway Gifts By Mail, Co.",Norway,3424.64,32,100.0,Shipped
2004-10-16,Classic Cars,Euro Shopping Channel,Spain,2923.2,29,100.0,Shipped
2004-11-04,Classic Cars,FunGiftIdeas.com,USA,4489.76,44,100.0,Shipped
2004-11-17,Classic Cars,Motor Mint Distributors Inc.,USA,4849.24,44,100.0,Shipped
2004-11-24,Classic Cars,Reims Collectables,France,5848.92,36,100.0,Shipped
2005-01-12,Classic Cars,Toys4GrownUps.com,USA,2758.7,49,56.3,Resolved
2005-02-10,Classic Cars,Euro Shopping Channel,Spain,1449.76,34,42.64,Shipped
2005-04-22,Classic Cars,The Sharp Gifts Warehouse,USA,7048.14,59,100.0,On Hold
2005-05-17,Classic Cars,Salzburg Collectables,Austria,5202.94,37,100.0,Shipped
2003-02-17,Planes,Rovelli Gifts,Italy,5279.4,36,100.0,Shipped
2003-04-28,Planes,Salzburg Collectables,Austria,6916.12,43,100.0,Shipped
2003-06-16,Planes,Gift Ideas Corp.,USA,2781.66,21,100.0,Shipped
2003-08-10,Planes,Mini Creations Ltd.,USA,5248.0,32,100.0,Shipped
2003-10-06,Planes,"Toys of Finland, Co.",Finland,6531.44,38,100.0,Shipped
2003-10-23,Planes,Scandinavian Gift Ideas,Sweden,5763.72,43,100.0,Cancelled
2003-11-08,Planes,Alpha Cognac,France,6490.68,42,100.0,Shipped
2003-11-14,Planes,"Double Decker Gift Stores, Ltd",UK,6004.8,32,100.0,Shipped
2003-11-27,Planes,Cruz & Sons Co.,Philippines,7483.98,42,100.0,Shipped
2004-01-12,Planes,Osaka Souveniers Co.,Japan,5719.5,31,100.0,Shipped
2004-02-19,Planes,Collectable Mini Designs Co.,USA,6954.08,49,100.0,Shipped
2004-05-11,Planes,The Sharp Gifts Warehouse,USA,8160.3,45,100.0,Shipped
2004-06-24,Planes,Euro Shopping Channel,Spain,6567.96,49,100.0,Cancelled
2004-07-21,Planes,Collectables For Less Inc.,USA,6724.0,41,100.0,Shipped
2004-08-21,Planes,"Norway Gifts By Mail, Co.",Norway,5747.85,45,100.0,Shipped
2004-09-15,Planes,"Bavarian Collectables Imports, Co.",Germany,5676.84,36,100.0,Shipped
2004-10-14,Planes,"Classic Gift Ideas, Inc",USA,7379.97,39,100.0,Shipped
2004-11-01,Planes,giftsbymail.co.uk,UK,3704.13,27,100.0,Shipped
2004-11-10,Planes,Danish Wholesale Imports,Denmark,2804.75,25,100.0,Resolved
2004-11-22,Planes,Royale Belge,Belgium,5624.79,41,100.0,Shipped
2004-12-03,Planes,"Stylish Desk Decors, Co.",UK,3881.28,39,99.52,Shipped
2005-01-31,Planes,"Oulu Toy Supplies, Inc.",Finland,1611.4,28,57.55,Shipped
2005-03-01,Planes,Euro Shopping Channel,Spain,1364.25,25,54.57,Resolved
2005-03-30,Planes,Reims Collectables,France,4215.09,33,100.0,Shipped
2005-04-01,Planes,The Sharp Gifts Warehouse,USA,6433.82,34,100.0,Shipped
2005-05-10,Planes,L'ordine Souveniers,Italy,4352.16,24,100.0,Shipped
2003-01-06,Vintage Cars,Online Diecast Creations Co.,USA,5151.0,30,100.0,Shipped
2003-03-18,Vintage Cars,"AV Stores, Co.",UK,6069.0,42,100.0,Shipped
